,potential_ceo_company
351229,Juergen Fitschen
351230,European Banking Congress
351527,Former
351876,Jeffrey Katzenberg
351879,DreamWorks
351901,Marissa Mayer
352005,Soros
352031,In
352142,Ray Dalio
352265,Susan Wojcicki Yahoo
352266,Marissa Mayer
352599,Murray
352611,We
352697,Dayton
352702,LinkUp
352829,BlackRock
352830,BlackRock
353002,Thursday
353168,Emergency Unemployment Compensation
353499,Bill Simon
353778,Frank Holmes
353965,Wall Street
354214,International Organization Securities Commissions
354216,Wright
354240,Wright
354345,Os
354381,Pennsylvania
354662,Michael Jeffries
354676,Abercrombie
354678,Mike
354681,Abercrombie
354696,International Global Alternative Investment Management
354792,Monday
354921,Dan Akerson
354933,Dan Akerson
355149,Jessica RinaldiDoubleLine
355689,Dan Akerson
355693,Ford
355744,Obama Administration
355745,Matt Kibbe
355790,General Motors
355794,Akerson
356081,Morgan
356120,Gliph
356122,Banagale
356428,Board Directors
356433,Cummins Inc
356437,Akerson
356453,Barra
356532,June Christine Day
356622,Donald Starbucks Dollar General
356738,Richard Anderson
356743,Association President
356744,Roger Dow
356758,Evan Spiegel Snapchat
356852,HylandThe
356853,Dole Food Company David Murdock
356875,Don Basile
356876,Violin
357164,Michael Lynton
357165,Sony Pictures EntertainmentNew
357167,Micheal Lynton
357168,Sony Entertainment
357179,Google
357390,Troy Stang
357391,Oregon Northwest Credit Union Association
357418,Public Service Employees Credit Union Denver
357425,Jim Blaine
357700,Snapchat
357707,Wednesday
357754,Fontainbleau Hotel Miami Beach
357755,Turnberry Associates
357844,October WhatsApp
357845,Jan Koum
357867,Marissa Mayer
357870,Tumblr
357873,Yahoo
358388,Laurent Potdevin
358390,Christine Day
358582,Ruffini Moncler
358678,Elon Musk
358885,Lululemon
358975,Christine Day
359268,Images
359409,Sumnicht
359410,Sectors
359411,ThinkAdvisor
359438,Connecticut Department Transportation
359649,Nick Graham
359657,Morgan
359693,Take
359721,Tommy Hilfiger
359722,Joel Horowitz
359796,Tim Armstrong
360281,Bernstein
360288,American
360322,Mary Barra
360785,MillerCoors
360786,Tom Long
360808,John Hall
360841,Bell
360924,Jeff Gundlach
361059,Mobile
361108,Business
361160,Barron
361235,It
361567,Adelphia Communications Corporation
361619,Dan Akerson
361627,Fortune
361629,Mary Barra
361632,Herbalife
361685,Don Basile
361702,Fusion
361706,Howard Bain
362678,September
362903,Twitter
363211,Pershing Square Capital
363252,Jamie Dimon
363382,Ackman
363390,Bill Stiritz
363391,Post Holdings
363422,Herbalife
363465,Capital Partners
363493,Google
363495,Twitter
363499,Stephen LamTesla Motors
363500,Elon Musk
363501,California Wyoming
363506,Elon Musk
363692,Icahn
363797,Morgan Chase
364153,Tuesday
364333,Starbucks
364611,Ali Agaoglu Suleyman Aslan
364612,Turkiye Halk Bankasi
364634,Reed Hastings Kevin Spacey
364666,Berkshire Hathaway
364743,Chairman
364834,Evan Spiegel
364941,Leo
365151,Apple
365377,Investment News Tom Daley
365378,The Advisor Center
365381,Investment News Tom Daley
365382,The Advisor Center
365391,John Stumpf
365598,Patrick Byrne
366042,Samba
366211,Ellison
366439,Greg Gopman
366440,San Francisco
366441,AngelHack
366758,Nest
366953,June
367197,Business Insider
367269,Fusion
367321,Emergency Unemployment Compensation
367323,Morgan
367479,Federal Reserve Bank BostonDecember
367726,BloombergBlackBerry
367733,BlackBerry
367878,Os
367984,He
368106,Evan Spiegel
368150,AnonymousReuters
368152,John Legere
368158,Ron Johnson
368164,John Browett
368166,Tesco
368168,Burberry
368171,Burberry
368202,Federal Communications Commission Justice Department
368778,Tim Cook Apple
368782,Phone
369038,Cramer
369296,Maryland Commissioner Financial Regulation
369574,June
369579,Ackman
369593,Ackman
369841,China
370825,Os
370826,Os
370983,According
371330,China
371788,Elon Musk
371802,America
371999,Mohammed
372000,Ansary
372218,Tuesday
373064,Emergency Unemployment Compensation
373432,Marc Benioff
373434,Larry Ellison
373440,Oracle
373488,Elon Musk South African
373493,Musk America
373521,Emergency Unemployment Compensation
373787,Jerry Yang
373792,Marisa Mayer
373829,Wolf
373937,Claro Cortes
373939,Goldman Sachs China
374074,Jin Lee
374076,John Chen
374078,Thorsten Heins
374079,Berry
374080,John Chen
374081,BlackBerry
374502,Apple
374541,Board
375129,Jura Zuger Kantonalbank Luzerner Kantonalbank Valiant Linth Bank Coop Bank Walliser Kantonalbank Hypothekarbank Lenzburg Unlisted
375333,Ford
375575,Chairman
375605,Personal Consumption Expenditures Deflator
375628,Os
375629,Os
375732,Os
375733,Federal Reserve Office Comptroller Currency Federal Deposit Insurance Corporation
376099,Organization Economic Cooperation Development
376201,John Legere
376207,Ron Johnson
376213,John Browett
376215,Tesco
376220,Burberry
376251,Federal Communications Commission Justice Department
376252,Mobile
376254,Mobile
376377,Topher Spiro
376378,Center American Progress
376381,Aetna
376382,Ronald Williams
376383,Kaiser Permanente
376384,George Halvorson
376385,Jon Kingsdale
376401,New York Times
376563,Meg Whitman
376817,Businessweek
376967,Investor Credit Lance Roberts General Partner
376968,Streettalk Advisors
377023,Os
377094,Mali
377114,Department Office Coordinator Counterterrorism
377270,Patrick Byrne
377271,Overstock
377340,Lucas Duplan
377375,Chris Grant
377763,Chairman
377815,Jeff Lasher
377816,John McCarvel
378048,SecondMarket
378049,Barry Silbert
378282,Electus
378284,Chris Grant
378287,Jordan Belfort
378396,Mart
378463,Euro Pacific Capital
378465,Creative Commons Attribution
378497,Rene Reinsberg
378604,Bernie
378607,Federal Correctional Institution Cumberland Maryland
378656,Os
378657,Kozlowski
378871,August
379129,Share
379165,Reed Hastings
379171,Todd Spangler New York
379598,Lindzon
379846,Overstock
379865,Only
379999,Morgan
380116,Gates
380658,Shares
380816,Board
380899,Since
380927,Delta
380968,Merrill
380971,Investments
380974,Merrill
381174,Os
381178,Yahoo
381711,Wednesday
381757,Federal Correctional Institution Cumberland Maryland
381807,Kozlowski
382030,William Conway
382042,Carlyle
382874,Lotus
382947,International Global Alternative Investment Management
383097,Sachs
383115,China
383167,Elon Musk
383243,China
383511,We
383531,Bhatia Sterne Agee Interactive Entertainment Digital Entertainment Consumer
383540,Eric Ted
383556,Domino
383633,Amazon
383907,BioTime
383908,Mike West Dallas
383922,Mike
383927,BioTime
383929,West Pat
383956,Patrick
384023,October
384153,DeMasi
384154,Glu Mobile
384202,Lyalin
384203,ZeptoLab
384204,Cut Rope
384363,When
384412,Chen
384414,Chen
384432,Chen
384447,Chen
384449,Chen
384477,During
384609,Jack PlunkettElon Musk
384610,Tesla No
384615,Beauty Wealth
384616,Appearance Shareholder Value University Wisconsin
384624,Os
384626,Os
384627,Halford Hsu
384631,Hsu
384877,Sheldon Adelson
384878,Las Vegas Sands
384936,Tyco International
384937,Dennis Kozlowski
384950,Kozlowski
384951,Tyco
384952,Tyco
384953,Kozlowski
385018,Morgan
385093,Raul Vera
385096,Business News Americas
385174,Gary Cameron
385184,Morgan
385218,Emergency Unemployment Compensation
385240,Emergency Unemployment Compensation
385650,Microsoft
385780,Kinder Morgan
385793,Jim Breyer Partner Accel Partners
385794,Adam Zoia
385795,Glocap
385873,Macy
386067,December
386609,There
386913,Marissa Mayer
387026,Alan Mulally
387032,Stephen Elop
387033,Satya Nadella Tony Bates
387114,Larry Robbins
387115,Glenview Capital
387357,Steve Ballmer
387361,Stephen Elop
387362,Satya Nadella Tony Bates
387494,Alibaba
387617,Chet Helck
387915,Belus Capital Advisors
387916,Business Insider Julia LaRoche
388211,AppDownload
388212,Robert GalbraithPeople
388346,AppDownloadHartley Rogers
388347,Hamilton Lane
388602,Tim Cook Samsung
388604,Hyun Kwon
388698,Arnd Wiegmann
388699,Brady Dougan
388701,Credit Suisse Group
388803,Wal
388865,Zucker
388972,But
389230,Morgan
389240,Jamie Dimon
389558,Michael Jeffries
389574,Edward Lampert
389876,Mobile
389878,Mobile
390143,Mature
390164,AppDownload
390221,Verizon Communications
390222,Lowell McAdam
390224,Dan Hesse
390386,Uber
390423,Computer Science Undergraduate Association
390555,Business Insider
390664,We
390697,Graves
390718,Graves
390731,Graves
390732,Graves
390748,Graves
390757,Ev Williams
390780,Travis Kalanick
390783,John Zimmer
390837,Uber
390841,Uber
390857,Kalanick
390861,Travis Kalanick
390862,Uber Kalanick
390867,Kalanick
390871,Kalanick
390976,Transit
391142,Mary Barra
391143,General Motors Co
391148,Barra
391187,Fritz Henderson
391189,Ed Whitacre
391200,Akerson Whitacre
391209,Dan Akerson
391319,Chrysler Group
391331,Alan Mulally
391344,Chrysler
391360,Dan Akerson Barra
391418,Meg Whitman
391419,ActiveWin
391420,Founder Robert Stein
391421,Par
391445,Overstock
391448,Patrick Byrne
391917,Westwood Capital Participation Unemployment Demographic Groupings The Population Survey
391947,Apple
392134,James Gorman
392157,AppDownloadReutersCredit Suisse
392158,Brady DouganCredit Suisse
392197,Organization Economic Cooperation Development
392511,LuluAddict
392512,Christine Day
393019,Gregg Steinhafel
393201,Petros Stratoudakis
393202,Hellas Gold
393217,Paul Wright
393219,Eldorado
393669,Elon Musk
394129,Jamie Dimon
394136,Jamie Dimon
394142,Morgan Chase
394190,Senate Appropriations Committee Chairwoman Barbara Mikulski
394335,Larry Page
394356,Exchange Commission Commodities Futures Trading Commission
394479,Express
394638,Tesla
394646,Ritholtz Wealth Management
395959,Moyninhan
396091,China Mobile
396237,Former Tyco
396238,Dennis Kozlowski
396342,Brian Krzanich
396345,Intel
396520,Marissa Mayer
396588,Ron Johnson
396630,Sozzi
396738,Hubert Joly
396812,Royce
397032,Lloyd Blankfein
397134,Hubert Joly Best Buy
397162,Henrique De Castro
397163,Marissa Mayer
397720,Veeral Rathod
398113,Google
398158,Pascal LauenerGoldman Sachs Chairman
398159,Lloyd BlankfeinSome
398255,Tyco International
398256,Dennis Kozlowski
398257,Mark Swartz
398485,The Wall Street Journal
398551,Stock
398588,Morgan
398663,Intel
398666,Brian Krzanich
398680,Jeff Immelt
398690,Steve Ballmer Bloomberg
398718,Ford Motor Co
398719,Alan Mulally
398722,Pivotal Inc
398723,Paul Maritz
398729,Kim Kyung
398730,Hoon Apple Inc
398731,Tim Cook R China Mobile Chairman Xi Guohua
398756,Apple
398914,Shell
398918,Beurden
398925,Royal Dutch Shell
398939,Kim Kyung
398940,Hoon Apple Inc
398941,Tim Cook
399055,Former Tyco
399056,Dennis Kozlowski
399146,Royce
399148,Rolls
399486,Judge
399842,Sources Recession Forecasts Dwaine
399843,Vuuren
399844,RecessionAlert
399904,British
400074,Paul Galant
400252,British
400431,Brian Krzanich
400451,Drew Houston
400453,Microsoft
400471,Os
400626,William Brandt
400627,Development Specialists Inc
400643,Richard Ciccarone
400644,Merritt Research Services
400719,Dr
400833,Printer
400834,Bre Pettis
400835,MakerBot
400836,Boston Massachusetts November
400957,Association Mineworkers Construction Union
400969,About
400997,Shell
401004,Shell
401008,Shell
401010,Shell
401244,Citi
401349,Satoru Iwata
401350,Osaka Friday
401690,Fox
401704,Fred ProuserMohamed
401705,Erian
401707,Erian
401761,William Lewis
401762,Tuesday News Corp
401769,Dow Jones February
401800,Ridgefield Conn
401828,Eichen
401829,Acertus Capital Management
401976,Peter Hans
401996,Erian
401997,Mohamed El
401998,Erian
402001,Michael Diekmann
402003,Erian
402025,Michael Diekmann
402026,Allianz
402042,Mohamed El
402257,Morgan Chase
402260,Jamie Dimon
402304,Kelly Smallridge
402305,Palm Beach Business Development Board
402312,Os
402330,Kayne Anderson Real Estate Advisors
402573,China
402628,Johnson
402636,Belfort
402745,Mary Barra
402746,General Motors
402749,Nextel
402756,Barra
402757,Reuss
402963,Andrew Liveris
402964,AppDownloadThis
402989,Marissa Mayer
402997,Indra Nooyi Italian Prime Minister Enrico Letta
403455,John Chambers
403456,Qualcomm InterDigital Inc
403459,Paul Jacobs
403484,Communications Industry Association
403571,January
403720,Tesla Motors
403723,Detroit Auto Show President
403724,North America Ludwig Willisch
403754,Ginni Rometty
403793,Richard Bernstein
403794,Richard Bernstein Advisors
403829,All Things Digital
403830,John DonahoeeBay
403965,Wall Street Journal
403966,John Donahoe
403973,Robert Hanson
403974,Jay Schottenstein
403975,American Eagle
403977,Hanson
403986,Macy
404046,Caruso Affiliated
404047,National Retail Federation
404063,Bay
404098,Reed Hastings
404099,Netflix
404169,Bill Gross
404173,Erian
404177,Allianz
404209,Os
404211,Brian Moynihan
404214,Os
404411,Roger Ailes Chairman
404623,Jack Cuneo
404624,Chambers Street Properties
404687,Hayley Peterson Coach
404688,Lew Frankfort
404834,Os
404864,Elon Musk
404870,Tesla
404925,Google
404953,Morgan
404954,Jamie Dimon
405022,Victor Luis
405058,Star Scientific
405059,Jonnie Williams Sr
405192,International Consortium Investigative Journalists
405272,International Organisation Securities Commissions
405398,For Pimco
405447,International Consortium Investigative Journalists
405481,China
405531,Os
405596,Carlos Ghosn
405638,SecondMarket Founder Bitcoin Investment Trust
405655,Jr
405666,Circle Internet Financial
405667,Representative Overstock
405671,Professor Computer Science Public Affairs Director Center Information Technology Policy Princeton University
405729,Getty ImagesYesterday American Eagle
405730,Robert Hanson
405739,MarketWatch
405755,Robert Hanson
405756,Aahhh
405762,Julie BortMicrosoft
405763,Steve BallmerMicrosoft
405817,Os
405818,Os
405852,Chicago
405877,Eddie Lampert
405882,Sears
405923,Apple
405960,Tim Cook
405988,Tim Cook
405997,Tim Cook
406161,Erian
406238,Jarar Malik Pakistan
406239,Os
406278,Jeremey Allaire
406280,Circle
406313,Working Paper Series America
406314,Os
406525,November
406555,Os
406556,Chanos
406669,Siwei
406765,Siwei
406769,Caterpillar Chairman
406770,Oberhelman
406807,Nikkei
406843,Andrew Ross Sorkin
406857,Video On Facebook
406858,Former Nokia
406859,Stephen Elop Microsoft
406860,Steve Ballmer
406871,Microsoft
406878,Don Thompson
407173,Also
407395,Jamie Dimon
407398,Dimon
407822,Ackman
407897,Squawk Box Societe Generale
407898,Frederic Oudea
408002,Chairman
408121,AppDownload
408123,Jamie Dimon
408154,Morgan
408155,Jamie Dimon
408165,Chairman Board
408169,Morgan
408175,Morgan
408202,Google
408209,Well
408232,Wall Street
408251,Wall Street
408526,Sean Parker Salesforce
408527,Mark Benioff Ian Osborne London
408559,Sachs
408577,Steve Ballmer
408601,Keith Bedford
408603,Jamie Dimon
408703,Charles PlatiauChristophe
408704,Margerie
408705,TotalThe
408905,New York Times
408946,Jan
408967,Organisation Economic Cooperation Development
409100,Mohamed El
409220,We
409429,Microsoft
409543,Wall Street
409624,Weijmarshausen
409626,Founder Shapeways
409696,August
410201,Amazon
410511,Kelly Smallridge
410512,Palm Beach Business Development Board
410514,Os
410519,Os
410537,Kayne Anderson Real Estate Advisors
410666,Os Davos
410683,Argentina Turkey
410684,Os
410948,Business InsiderCharlie Shrem
410950,BitInstant
410999,Phone
411182,Post Holdings
411195,Post Holdings
411276,Charlie Shrem
411277,BitInstant
411367,Wall St
411431,Charlie Shrem
411432,BitInstant
411471,Charlie Shrem
411581,AppDownloadWikimediaThe
411582,BitInstant Bitcoin
411751,Stephen Lam Apple
412007,Nothing
412111,Organization Economic Cooperation Development
412345,Larry Fink
412453,Reuters
412923,First Defense Nasal Screens
412924,Shark Tank
413003,Mark Tibergien
413004,Pershing Advisor Solutions
413033,Wednesday
413038,Patrick Byrne
413051,Ken Goldman
413065,Marissa Mayer
413074,Tumblr
413091,Marissa Mayer
413098,Yahoo
413288,Institute
413464,Overstock
413477,BitInstant
413487,Airways
